genes,NK_58,NK_59,NK_60,NK_61,NK_62,NK_63,NK_64,NK_65,NK_66,NK_70,NK_71,NK_72,NK_73,NK_74,NK_75,NK_76,NK_77,NK_78,NK_82,NK_83,NK_84,NK_85,NK_86,NK_87,NK_88,NK_89,NK_90
FBXW12,11.67200236,8.78892692,11.40538604,10.34814019,11.17450496,17.37581988,9.918521131,15.86444004,9.346160586,9.298592257,25.95936518,10.42476074,9.688827828,5.516553094,13.93524668,9.583768637,7.942305472,10.53333841,5.257985262,10.64540046,7.801604963,12.97447559,17.65980657,7.73094455,8.038837301,17.08533485,6.435945348
FBXW2,478.2238085,438.9348612,448.6249552,515.9830988,418.9998033,485.8749752,442.2188666,500.5886171,442.4832196,414.4414397,362.9991672,465.5794677,439.9513784,425.2186275,451.1054114,460.3401687,419.8465368,394.6180002,482.6142137,503.9675869,570.3332973,582.6800238,617.2117547,477.9628664,584.1303582,574.7301115,507.4826388
FBXW4,204.5636423,204.2622808,199.9195099,171.0763185,182.2130164,214.9374684,178.4032103,192.2634576,184.1820797,195.3605312,206.314467,232.6968332,210.2241679,214.0190389,254.575598,240.021858,217.11789,216.019431,221.9868877,195.9283282,229.0265562,178.6285499,192.8733136,221.9793346,236.0632827,181.2828627,229.2749622
FBXW4P1,19.30490813,21.97683016,13.02959219,17.59923784,16.85156237,10.72250155,12.09883769,26.28558619,33.49368806,11.32361426,16.54826962,15.01802338,16.3696705,7.054021653,5.130914084,5.201341462,24.14387016,13.78780658,14.28803474,18.45001925,14.77517128,25.97347214,12.88238267,19.84930386,20.10140827,32.70842388,35.20805108
FBXW5,558.0314127,655.9770103,733.3171108,654.3050825,604.0725456,630.2989548,643.2025396,720.6848556,720.4621914,869.4008995,781.5478911,724.3340124,689.587901,684.3175708,748.5525675,742.2842562,617.5804248,829.1926148,621.1110107,875.2651545,629.0065647,593.4686967,633.1029839,834.754467,625.3486698,646.6784324,675.9540309
FBXW7,458.722314,418.6122774,356.632516,542.970091,438.9786374,445.4061184,473.0718872,504.3882066,457.6852413,372.1956513,562.0249774,447.7831794,415.0817876,493.7768967,404.8601125,477.3244997,439.079679,499.1899348,432.7404121,496.1938772,385.8501777,495.8251734,438.7630659,363.1412259,478.3858409,480.3900537,415.5637627
FBXW8,109.3757737,95.6669472,121.8707301,138.7881381,110.2488065,95.43939162,103.3130433,98.41648705,90.65929257,128.349251,127.915316,102.827074,141.2816288,141.9130745,113.3324775,118.51341,143.0833196,130.8479623,137.0243341,109.2263087,118.5026402,125.3871681,113.5787453,143.9552377,146.7390164,106.5749171,106.8847228
FBXW9,31.05888695,36.68703793,52.52254657,76.59585216,63.71163388,37.37660386,26.452696,74.23191374,51.67845727,47.07022815,51.26468372,43.09642315,84.41697876,59.36338805,39.19725445,35.09390276,54.91441383,72.29576566,59.46816115,54.51377477,41.98923364,79.67455345,54.59487782,46.19154592,50.08399253,98.47699938,46.30830853
FCAR,10.66818251,14.27165393,13.05775536,16.16084017,7.586047974,13.54741304,8.728008818,9.790553549,8.626597802,12.01242834,11.54731862,10.59099108,8.25664378,10.5768492,8.935233059,14.0818895,13.31380468,9.467458254,11.10884983,19.81604182,13.09206405,19.10599697,9.663044083,9.083649367,10.60649422,5.725235958,16.09088877
FCER1G,29.61371754,92.3200672,33.93603545,63.07548083,48.40853512,35.86878405,27.99038061,49.89570503,154.1161412,62.16923443,156.006477,90.43505126,114.4790086,135.4110623,99.23422192,61.01884025,137.8768808,188.8927954,44.94496838,85.9924458,34.10794987,33.31239028,61.59323837,23.30666116,45.30986184,46.51585361,76.61115323
FCF1,470.657721,386.0978629,386.9084556,573.6441524,531.612634,421.8761581,463.767507,522.6337135,510.6082786,418.3757826,403.6766366,411.0073082,499.8917943,507.3759474,493.7022471,415.2509225,479.6223317,498.5819112,532.1098032,499.3596485,454.6303377,594.2545787,540.9061701,479.1235554,497.2209306,634.3192501,478.8900412
FCF1P2,79.60478778,58.65271259,69.95171565,65.4469917,83.77652451,78.13751591,83.99720335,54.87087793,51.42162149,61.18985432,80.57714066,57.38534737,54.41949713,76.36952643,93.85165462,70.60373979,55.50454661,91.24727926,58.58524068,45.91049168,48.04950274,53.49085399,65.09444228,58.73659945,57.76378183,42.492543,53.7457479
FCGBP,65.6601792,26.09261054,34.26148017,78.18961635,24.58802769,66.76989658,49.49149641,27.98208042,28.23520824,62.32644145,39.09843319,87.2934483,55.50296136,55.75682626,53.36428552,32.80885043,43.70034035,44.11760924,103.353584,144.668398,136.4142255,141.0486978,99.66477849,178.8583359,158.6414644,84.83225283,169.2204691
FCGRT,152.263744,138.0711493,168.1150942,66.15913218,134.0064748,144.4596774,147.3108336,83.2538756,185.2985566,193.4155003,195.3674285,185.4376071,146.1142775,205.507247,231.6869115,184.2737165,166.7689947,171.2755168,234.8964015,138.5997118,224.8276959,130.2295015,117.8608233,171.7328769,232.3450903,100.7266855,144.5461219
FCHO1,223.3602231,351.2134861,275.8104759,177.1743353,238.550618,221.3234093,167.5364186,237.8810036,288.1768571,246.1123299,269.9855093,251.6227672,245.2181768,278.1377758,254.461709,190.7636853,302.1690958,285.7982034,197.0581974,265.832463,267.6623687,230.2519385,303.5468827,272.1411757,253.2245506,275.7675301,279.1280364
FCHO2,25.50626011,37.28526787,27.10683038,23.16814721,16.40898107,22.83238698,24.03580548,22.14529054,34.36490026,27.13505178,53.90560025,30.64939478,19.9994181,23.18656818,29.08550652,41.61505438,29.23452017,49.56263258,26.63787653,39.97253851,24.76623229,15.44621064,24.82443881,21.20377921,26.25895794,25.29903446,39.85809532
FCHSD1,1039.372928,1576.089054,1225.977644,985.9069127,1162.84642,1060.783381,1173.68683,841.7594472,1251.781671,1102.684212,1462.562145,1052.865163,1053.110069,1092.282394,1099.098207,1068.277988,1144.87416,1082.049328,878.8458897,1068.598889,1034.374988,749.6501503,935.6869151,1185.284762,977.8209579,789.654148,1190.543096
FCHSD2,520.9623152,475.7222497,390.0084014,469.9933801,512.0651352,419.1300458,423.4837163,626.3506858,567.5604826,389.7746693,478.5711086,374.348027,551.5676735,637.6695357,447.7890201,565.187567,632.1144724,522.6190852,459.2765627,553.3100471,459.9057348,532.2835437,553.7778734,515.5019728,592.2266699,572.9995457,576.7422837
FCMR,96.21498128,99.66341862,69.19542828,84.86279401,260.1228444,97.0286876,92.55155039,103.8235632,136.4153954,69.82009412,134.233561,69.98779553,133.329993,196.9734334,71.74702407,56.44509621,182.3874216,138.5485258,83.52421312,148.0026049,162.0068743,174.0445562,143.1518603,133.0870963,153.0481435,128.1507257,134.3694577
FCN1,10.54557409,14.58951232,8.906820667,6.738947879,13.31679156,10.2507526,7.727049455,10.27341184,13.60266779,6.659549882,12.69016162,16.43039457,12.86930817,8.207279777,24.24170916,6.927300468,20.40997872,7.866853031,7.358354042,11.87022655,7.048691154,17.96273719,5.413183044,10.92203986,7.006659066,8.877637389,6.879820144
FCRL3,42.82713923,54.08545908,83.16535754,60.3544148,62.6088836,64.02475437,84.59350603,118.8678353,95.5219565,39.53067985,128.0974168,93.88645092,100.3820056,74.44908808,18.94320546,34.7024154,85.54405842,57.72601959,37.72423828,44.13480387,45.48107877,28.38163062,74.4413737,61.9245774,26.98080356,36.11542112,72.95698216
FCRL5,25.49407989,28.02437994,37.06040508,20.05794795,32.97412627,30.0156257,28.88104488,16.85753057,28.57174348,14.79841425,29.96726765,20.82603422,14.88609621,18.22913216,19.54029744,26.93160905,26.28899951,21.39544816,34.29620184,26.82114308,44.52302571,29.98056188,28.88892898,32.30019833,28.376496,22.15213197,23.6927904
FCSK,96.68066928,128.1269998,120.9886276,109.0240698,120.601469,139.8135596,104.0297787,123.9236836,138.9619726,97.22335434,147.1723779,107.996908,126.7307751,124.2260179,117.9831998,95.81274048,138.8461906,139.6461017,111.5725156,113.8966905,126.089442,124.7970187,116.2568033,102.0077982,103.3130044,114.3641669,165.3903135
FDFT1,6270.349575,7662.898077,7255.248776,10130.97713,7701.445748,7578.83943,6526.838674,9872.666472,8049.195872,6712.611375,6218.724724,7948.675931,7592.814374,7160.566519,6947.889827,7400.107894,7114.994253,6720.211331,8229.360083,10196.33895,9299.071757,11752.10702,10823.99181,8299.115287,9055.664326,11636.0182,9532.973314
FDPS,4966.859322,4757.563009,5003.266625,5014.015629,4724.184757,5012.079043,5118.86454,4965.05854,4187.355184,4210.460083,4033.071323,4680.601995,4491.846555,4262.607894,4436.951916,4440.379318,4184.562223,4042.135772,4922.830623,4095.991139,5123.857993,5299.57312,5207.756948,4517.801905,4796.647839,5385.211461,4266.094359
FDX1,573.8511062,396.632172,595.0019623,620.3426768,544.6374788,647.034435,702.1334284,605.1714994,480.3750581,794.8026664,459.807932,755.5439922,558.5216089,619.2845117,723.7400144,691.6405215,536.8460549,515.4576506,782.783631,620.928805,629.4088117,649.069747,558.6538166,796.4612812,637.5218589,667.820049,475.8628953
FDX2,41.47428989,15.00624745,34.85166196,27.71377479,21.70791223,37.38829564,36.23497098,41.39229096,23.63701187,34.81699718,22.42023485,26.66030394,18.69305361,33.49339507,29.42807503,28.65935472,33.139778,22.30580742,41.7459034,28.42907583,31.7413535,30.94775972,24.35703285,45.79369879,36.96216803,37.78545959,12.42578845
FDXACB1,63.06924348,59.72208284,53.98096381,77.71985517,78.67201473,74.06403205,61.17579376,86.09594231,64.15341765,63.89874739,57.67293547,56.7524814,71.45436608,64.48739805,72.27873299,44.76752711,58.96773314,59.53293146,82.45294153,60.91854329,79.5078696,71.0191878,79.37951431,54.0779719,65.78474782,84.48209198,60.76339039
FDXR,324.5446443,552.0580371,412.9130889,498.8099699,372.1513408,379.2920974,361.2719579,522.5582297,571.9795578,412.5863083,416.7509693,421.0390786,438.1224332,452.689916,365.7502117,442.5813728,388.7910315,475.7775269,363.8287992,634.9222889,387.9894529,380.1025313,393.3578972,491.5612819,429.7356551,422.8241176,654.5038996
FECH,62.33398944,64.30892131,62.17946113,89.43716747,60.49520409,63.81132426,51.71469899,82.72932845,72.79461964,58.26564098,53.8905079,52.95976988,75.2309149,65.50223082,62.14244922,52.87950504,58.88308186,71.09376173,78.18862346,88.80456389,68.95315502,89.92585829,86.4765469,73.87406766,46.94434495,123.6652415,66.38101157
FEM1A,511.1988072,473.5067596,563.236439,617.4689533,542.1905109,483.1992935,514.1180401,604.973111,562.0752552,610.5353475,539.6030409,403.9744871,569.8316365,542.2123174,533.3789136,514.2265682,528.7440353,499.8349167,535.3167976,551.7471833,522.3649731,659.0101788,617.6082616,662.1260321,555.0574255,670.2798246,456.7228701
FEM1B,267.2506996,245.2812985,213.0387417,274.506899,252.4557717,267.3266328,222.2700071,256.7928663,222.672788,217.6884896,211.4446456,300.3304248,211.9508106,241.9627378,232.9890432,268.4338812,243.5468181,239.0643005,251.9072512,301.3027065,225.9019906,273.5023782,240.5529956,268.7748458,289.5963599,274.2892124,281.1757111
FEM1C,2217.655015,3317.403657,2147.12215,2568.60551,2607.560777,2301.014956,2061.8029,2889.458528,3105.390029,2137.236674,2635.56088,2819.223196,2448.379647,2375.133301,2512.930766,2804.566371,2730.120512,2631.501158,2405.625197,3245.783024,2284.402463,2182.651119,2293.781891,2398.138074,2507.33929,2290.733228,3433.962614
FEN1,664.4883317,540.8291338,657.012666,1013.175799,763.5712453,715.2658778,699.9926274,961.0424329,665.9808323,742.2698263,393.8956961,616.4212186,773.2861894,639.7586157,657.0634741,540.8887586,553.1334202,573.7460212,811.1012514,678.503708,779.1523839,994.6572266,994.4185043,702.2811319,741.7842592,1100.680416,547.1768243
FER,63.83003515,61.5009476,71.70258598,60.93758543,43.90911718,87.62881116,73.95857889,37.62637341,56.06116526,46.39916436,50.15539074,50.59222589,45.34288982,35.02925575,60.95405902,54.70295961,40.06476482,45.90790371,68.62847113,60.24241355,68.51378089,57.77104412,50.292645,75.44941909,61.76616175,50.09060109,61.45062095
FER1L4,342.4645714,332.2590259,348.2049798,194.5569005,308.8837015,244.7223926,248.0101518,262.236004,241.631419,421.2620492,351.4209304,308.0990667,288.8937192,433.2823801,376.8942756,442.509848,364.9704193,355.9914044,307.5775856,373.5126053,400.8378692,281.127138,274.7778859,519.8311048,441.0957436,252.1985389,579.0885411
FER1L5,60.82198309,65.35484665,90.37026822,49.01281652,73.60466956,53.97629745,60.39388689,70.26732484,37.14718903,60.11837713,45.71767048,52.84664109,46.99250799,60.91998184,86.21348456,84.55384686,71.9745896,50.4105573,48.76483693,78.90471821,64.09150673,31.56331069,51.49007365,78.24922361,59.44338971,42.85179583,76.46872277
FERMT2,96.41588345,43.44678886,47.11052083,47.77763462,21.88254783,63.85076738,89.09704331,28.83340635,34.73587906,66.10154198,49.29202258,91.91950824,31.54007548,35.27347696,73.64834273,82.89830764,42.77272879,27.48532003,96.70295197,40.12041225,87.77849875,40.5866502,55.56258013,81.28551702,83.65268395,40.61235081,53.65156656
FERMT3,1021.760288,942.4136151,1186.444652,1151.494526,1052.174493,1084.196761,1022.264297,1209.059677,1115.109233,1404.937607,1138.539431,1136.284714,1294.0807,1235.70365,1402.382702,967.8033967,1097.702715,1167.226898,1065.089117,1196.999392,1138.653699,1317.950077,1322.06038,1436.500991,1430.605005,1622.161946,1254.673852
FES,72.00012914,144.4972354,92.65868036,80.9094099,75.39826919,64.49548555,87.23822656,91.8804698,171.2174915,76.19869972,169.7475633,67.48175199,76.36000776,96.25091145,55.74762376,69.84471717,89.90613007,160.751545,65.97839387,179.1384286,95.40197672,118.8897423,88.43306464,102.0596485,90.15173445,132.2150953,238.2885289
FEZ1,35.71413228,34.049881,25.97952728,30.14396397,43.41634147,30.22820697,23.59415391,35.96052999,38.36416904,58.57693495,58.76538923,71.52151949,54.54152265,45.35507555,47.13932905,71.28829018,56.63587786,51.8603279,16.50963527,27.81192421,18.92069359,14.98998246,10.76349309,20.20281081,18.48961593,29.04293039,40.75508439
FEZ2,219.1059619,267.342621,225.2971809,281.8273062,223.0708295,268.1893511,236.8290335,231.2856129,252.0391767,246.6396276,292.6171573,255.9232998,264.5392318,286.275191,254.752162,229.7359605,258.753015,340.4387078,287.1492192,321.1060415,281.0958038,335.0923149,230.5907501,311.127504,317.5548074,353.5988523,308.7741773
FFAR2,26.70240965,37.71912842,39.44151663,45.49797104,14.3364329,4.921376842,23.42002417,56.68331441,59.24408944,16.98485637,38.81576691,26.83933946,23.72614934,34.72687978,27.4728315,57.64239633,72.46669643,21.8095864,10.32914272,11.64585319,17.50983248,15.60463327,16.31035599,35.16868711,11.73625271,15.61119181,32.91700164
FFAR4,19.86713539,21.13631817,16.61446998,9.175733958,11.70935028,18.6674255,15.4862263,10.63709028,11.38432925,21.57563878,17.83772765,7.905741522,9.338990603,20.29226524,19.97242318,22.51059782,19.64022099,16.91377717,9.437942574,11.97845853,3.809983995,22.25083792,9.201474621,18.76085725,18.6463223,5.991816736,18.13814299
FGD1,79.60478778,49.50148837,86.23198184,51.43677611,70.28035204,106.3585583,85.7631013,50.9529959,43.51234753,104.6054869,77.73509992,80.35715556,66.2904965,85.06601025,90.88830394,83.9103371,68.15738779,70.73653397,92.02183205,52.64706543,114.1190172,49.11661616,58.34765888,131.4419469,92.69533988,77.43363184,55.99024781
FGD2,36.88028455,54.58317051,33.93424137,38.87761257,39.8551868,19.320922,28.12430323,29.91996026,68.46189346,31.67772422,49.21719859,35.65378156,44.78685196,73.33273461,27.88830649,19.09996148,40.29503067,40.95349183,29.68448056,62.38783859,45.1232462,49.55451373,53.31115655,30.46357601,35.2341178,29.09925559,61.57196307
FGD3,1069.917749,1005.268382,1251.141538,823.7209989,1098.824435,1308.648781,961.0812288,843.9051222,1042.570163,1058.266791,1088.261184,908.6350512,1090.68343,1212.959312,1024.126177,1012.346101,1217.064106,1074.424956,1007.001533,1017.359218,1168.789551,1045.898529,1120.772466,1274.114664,1278.720308,1018.39234,1165.504784
FGD4,21.39226646,36.13613172,18.52972039,23.28240303,12.87043495,20.42656796,15.41746405,19.65903213,25.15459405,11.96466083,18.38562973,14.10577567,12.64069225,12.24527345,17.98608885,23.89322296,23.39451846,13.60436463,19.33720845,20.16982888,20.66706181,17.78374949,15.81268905,23.31770153,14.70978196,18.53193963,25.57295244
FGD5,11.51705645,29.11483898,15.1428198,27.32508182,28.78898124,18.46402911,11.17319914,20.78565155,9.249238229,18.39571547,12.72212927,11.63085585,16.82278428,20.10820813,15.35665263,6.471450147,27.6329776,5.764277652,12.64741296,24.6569087,11.14943786,20.65093918,25.99178255,13.53230356,18.65746875,17.98829381,18.80941558
FGD5P1,4.603240885,5.25319519,3.648784974,2.699688394,5.925639481,6.134326799,2.662359631,3.679261104,1.877538026,5.434836397,7.811826575,11.38091619,6.248397988,4.655438233,6.735036027,2.216913417,3.025664661,5.021024961,4.800478152,5.111663977,4.720273172,4.872092265,6.145861246,12.03965473,5.763236468,3.87158653,6.789016398
FGD6,76.68103231,130.4080063,46.96417851,48.23838044,14.53242588,49.3608896,65.58471193,14.8679514,175.8598168,95.13864798,154.8918147,78.38871415,27.30637192,42.7694946,46.60099065,98.50670684,78.56760629,192.8399788,45.6258382,32.43734417,43.30516031,22.09345135,26.25290463,38.00327258,50.86285166,34.70193293,41.89667467
FGF11,1969.689926,3313.300369,1908.709487,2407.981224,2591.006656,1893.551288,1926.975334,2468.871297,2618.295306,1724.293761,2285.3975,1839.895569,2560.795721,2625.09265,2064.141453,1960.651276,2824.084633,1787.254139,2163.460935,3119.16355,2379.053612,2603.931876,2956.857442,2191.713769,2485.983562,3023.94289,3506.019129
FGF13,5.944860621,6.476145369,5.337830339,4.810231381,5.027612115,5.912866817,6.357643582,4.406298062,4.28751224,4.126799179,5.754022237,5.805407542,5.407677423,4.710119036,5.222386293,4.504174246,5.561536457,5.359897599,5.355899218,4.343704277,5.293105085,4.312339394,4.629990708,4.144933923,4.265595881,3.820120938,7.175386153
FGF17,13.99397899,13.55583241,17.35182742,14.33216479,15.67374485,18.79689158,15.30683817,4.203998307,15.64810294,23.9856803,25.55616529,13.48522608,20.98836049,9.068837263,20.68863773,15.21209733,14.01692116,26.14972762,9.458588852,16.76067825,15.87794036,7.727851042,9.929753344,9.618442781,14.35865295,5.533409364,14.84305124
FGF2,165.3283857,45.9541856,66.97657448,77.28373836,41.6979066,96.82868491,115.8928279,68.95450474,20.97854856,41.2461432,24.11524881,35.49376551,41.6645949,61.11570483,43.0550606,46.69817029,17.91378296,21.91817993,52.79111243,34.92586291,42.68436191,54.09808719,23.35700657,55.31599786,38.99237732,46.39685575,13.50605136
FGF23,155.7294508,173.6484114,143.1736122,221.2460566,157.1966019,184.7403724,178.7559979,166.69013,135.3317111,149.2332942,168.9839991,167.7369141,151.503157,189.1707516,159.8729822,143.5987992,146.3331068,154.8127229,158.2279312,293.3006287,245.0591486,237.5330773,259.7262383,231.9143752,246.4400917,287.8769768,292.5095631
FGF5,21.88053781,25.24186625,29.42926008,25.72792985,20.84707954,28.01293256,23.16228168,12.00984698,16.52956654,20.49812757,26.21426539,19.30645019,20.43593274,16.73068299,24.98752366,12.56375299,24.170352,28.68425514,20.81598219,18.83431679,20.47458058,15.22411029,17.01560679,19.62697082,18.70489245,22.17502383,19.2991099
FGF7,4.299250919,4.724743539,4.706096709,5.056982016,6.822628467,5.247790194,4.253821477,3.402772735,3.685360289,6.214752415,5.392621739,4.605770907,4.889528857,7.847492648,4.18362308,5.672604705,4.608274801,5.593814156,6.570110837,2.870327325,3.462863694,5.167304247,4.442425964,4.423359575,4.240114941,3.558276233,3.95276489
FGF7P6,43.89160826,29.4081607,34.61931828,49.55578608,59.93842737,58.30402044,50.13221713,24.71327481,38.57629104,57.55530006,72.22275236,47.7306904,51.08999004,57.26223637,38.62728272,42.08456423,58.22366818,57.26355499,32.61232379,19.91870913,29.71054857,59.58618233,32.51165227,31.13784485,33.27827206,27.62753368,36.5045011
FGFBP2,85.85184169,271.9998134,89.17468861,279.7499314,542.0441328,106.1302789,105.8432714,285.2306551,361.9755847,54.25688183,478.6314315,38.79294264,308.1696104,417.6144319,61.21384757,41.94751622,493.5682084,520.0068851,48.41055669,100.0982467,70.92189939,107.2422315,130.2371714,68.89234254,44.96461818,107.6772417,137.1088348
FGFBP3,15.73839771,18.38732602,25.89923065,24.35035931,19.89464147,16.05122262,14.24423458,27.44570371,20.7731849,12.84062708,22.78897899,14.57425029,27.70974857,28.05572744,6.926701359,16.35376613,18.51931855,25.61289434,34.43659136,31.31458188,25.02527799,35.99390266,38.10730869,38.42187002,27.19866854,53.41163326,31.3007488
FGFR1,184.9758684,182.9513502,238.2474494,322.7844759,399.7571181,180.8438791,180.6203746,402.3273409,115.5122823,293.0422431,288.9433704,219.9424441,487.4832994,366.5311208,237.7372881,243.0053791,420.4543796,250.1265029,167.591502,208.184417,215.295673,387.3301783,496.5927012,186.8091534,197.6914105,436.8746362,157.1593417
FGFR1OP,150.115069,187.6740179,170.1981922,193.0015511,190.2065064,166.8783582,159.9012777,225.6116799,195.7306387,195.3481797,187.3312027,197.7925007,212.5705671,192.568282,183.5243218,193.9258403,227.5647413,191.4675915,163.7725839,166.1763687,167.5329556,191.2805223,190.0141909,171.2480667,160.5231458,171.811898,184.0198795
FGFR1OP2,2246.338324,2771.922708,2319.986936,2812.277689,2502.513173,2436.842565,2302.186531,2730.699978,2690.161054,2334.973136,2423.166273,2803.385348,2265.318271,2265.312866,2227.472304,2479.980852,2616.199338,2353.162042,2118.289058,2882.008741,2176.64347,2143.789256,1966.525116,2132.315774,2079.305973,2291.534097,2760.022743
FGFR2,8.782506529,6.966625204,4.499921044,11.14898422,4.759580988,2.749747893,6.509080881,14.34364521,10.2002241,16.70907823,5.406782879,7.981481227,7.334928267,4.249792765,6.605422192,14.04845484,9.281077183,6.474094998,7.683054355,10.81038677,9.741316462,6.619976234,11.58995696,6.787972728,9.923188315,7.942653854,15.45818361
FGFR4,18.98896884,13.74565861,7.269512154,11.05200422,14.07920844,3.788113724,10.93469958,16.01592795,11.48215775,8.641749449,16.78783512,11.73058722,11.8957989,12.10490013,7.002621144,9.22351145,11.75007187,9.277029923,11.75486607,5.540626619,16.98470674,12.46999871,10.64134574,12.94124685,13.01276356,10.39930798,3.141363102
FGFRL1,144.9062427,107.9324153,225.2954088,85.03817617,96.86731858,153.0264887,180.9000654,97.8297966,172.4185221,177.1188563,136.4145701,233.3483768,99.23074898,81.0186338,155.5663154,148.164981,88.02814289,128.1287029,157.6420938,157.0328866,175.0241862,75.1535538,82.692822,224.0902439,155.4633633,111.8909294,137.8773085
FGGY,109.8030269,71.96894073,119.2652607,56.06858723,91.98081715,132.9547219,115.6110415,73.17115399,91.09306417,131.128561,118.7165089,117.9778478,113.3520435,116.9594263,93.05694407,97.17347333,115.0347132,157.5069912,65.13118189,81.46138469,91.95889549,65.00766141,103.5925841,97.60322969,77.54075754,72.31784858,106.7061793
FGL2,29.82271563,20.40448748,19.60786404,59.09651263,78.0219018,8.668316367,12.54335467,29.94747945,43.19937847,32.48566629,42.43001657,27.60559621,51.02417354,70.98593228,20.95072365,21.69215546,47.21069109,46.84859837,32.98719879,43.86708439,39.15964402,51.89451125,40.7194997,43.32165851,24.08007758,47.07253618,31.51015885
FGR,16.59331516,26.04742876,15.54096576,11.32272685,15.07216594,10.09758784,19.08011715,10.7523496,15.26019143,17.56127137,20.28468249,16.46765201,28.36129153,31.71288415,25.78876763,6.72834087,24.99565127,24.98533735,18.60643172,11.54339837,16.94758993,22.80305392,15.38386966,15.51467202,17.08598248,6.558626697,8.124959754
FH,156.3721608,161.0400143,165.8627503,276.6428462,239.1551334,165.5133635,152.3222161,244.1991103,192.8113895,135.4519268,127.498352,161.8269404,194.2775841,175.2667494,156.2026204,139.4516934,153.9262222,163.5357315,253.5294243,180.4787745,224.5724392,333.7854021,262.1763534,176.2984609,172.8081773,287.4356702,168.1304221
FHDC1,38.86171888,35.79735065,33.57197991,25.55738461,38.43729763,29.83678833,37.74471849,23.14742958,26.20063676,34.11658264,43.95747351,35.29691113,38.85240392,39.09299203,24.43976978,25.60899759,40.08809092,38.73338873,23.588411,39.98995286,32.03259651,37.59306257,22.70439691,28.17554679,28.5919845,29.19402061,45.61256459
FHIT,295.3457725,302.8239266,301.8795043,305.7781062,366.762141,283.3507249,236.7759058,326.5585572,269.9610371,212.9569225,232.1516235,208.7363268,218.9252411,255.3645627,216.395539,250.9106449,267.1179677,355.2752955,266.1993334,207.2681991,195.1035042,235.0435686,161.935098,213.9626408,294.389183,240.1818927,177.2100813
FHL1,165.5767518,78.53765173,100.0644228,157.814134,156.8732532,110.2338573,93.12502724,143.7150556,47.20579586,102.9341488,77.82745866,162.2551225,168.2794706,140.212727,172.2005156,121.6583601,100.8174224,92.46930523,105.7906798,55.87679802,95.15630302,67.7549452,140.3723735,9.11228675,134.6665786,117.3803716,78.34236104
FHL2,34.88680886,41.62300599,43.13886189,20.95119301,31.18087031,29.68322809,36.62704548,19.52870675,18.4713927,40.94491358,43.81819747,47.36428936,38.2407983,36.70677363,29.52484414,36.22729368,38.9957523,38.02773572,46.55280996,41.97493664,46.06016635,53.12779492,33.32406743,53.71544499,45.92412942,33.13962413,35.87655136
FHL3,251.0095414,84.57286947,239.8847789,65.52187021,96.0966413,279.7330806,242.2795351,67.81415171,110.7446064,358.5639356,211.4536411,400.1462361,216.575968,226.0295075,417.4332271,388.9685778,196.4585556,247.4301577,274.6855584,190.1742703,375.0569081,174.7855739,173.7625041,401.4625346,379.2334702,158.5100684,194.9798286
FHOD1,443.1094672,289.7241445,384.5014924,228.5838648,217.1076914,494.0192712,510.9598604,297.6566944,360.382201,546.2619832,267.1950221,536.262625,277.3073847,269.6972808,473.1977441,447.8012316,306.8030546,280.4307557,458.1712888,341.1109087,582.5135695,470.71434,423.1060489,427.0922001,572.1761326,467.8055631,369.1431039
FIBP,587.8547857,571.7569492,545.0778641,653.3041007,645.493892,769.3883016,716.9431368,821.140972,713.6878236,682.7587196,621.8688848,638.6856568,773.0605339,684.100589,718.4070368,637.2385393,629.1920964,839.6681765,777.9311288,631.9829894,649.1484631,811.5036038,728.1545655,557.8474249,831.7247443,793.9242225,689.3192077
FICD,11.44700135,16.53996354,17.43071358,12.24603126,10.44599638,11.51816133,9.145341988,12.74525011,16.47812826,6.414495506,22.79999971,8.19425686,16.02869244,13.68252537,7.941114352,14.39394235,14.57631101,16.04743463,9.818550983,7.314942091,9.566778648,10.70788304,13.03748287,11.45107873,9.895999634,10.2845406,12.33847077
FIG4,119.1573194,108.865503,145.7349124,111.5723252,142.2123621,127.611889,150.7710774,123.400781,100.5454496,125.4647173,99.04421079,136.672705,150.1401146,155.9556299,131.0913078,143.4716512,127.4906387,128.9151261,165.1030932,126.6826257,188.2843547,148.2082093,176.3757856,155.8996056,177.0196333,173.4416502,132.9643827
FIGNL1,2773.02423,3813.225277,2582.252089,3483.680931,2933.485248,2863.047428,2892.864051,3423.420025,3770.600649,2194.854549,2260.77656,1901.304915,2907.466341,2372.424655,2387.221807,1815.214707,2342.775163,2601.967285,2692.718611,3788.914501,2471.63225,3563.676012,3802.245373,2528.409283,2610.694991,3282.597477,4005.706698
FILIP1,11.28559692,13.47217168,8.318987408,6.632183234,7.2743388,11.30842083,7.23456224,8.507379065,9.059423396,8.516713415,10.27159484,11.30656468,11.67869649,12.14923456,7.787346031,6.557801579,11.0465927,8.801677502,12.78843222,7.706959673,11.39545632,11.09430114,6.498726968,13.33676551,14.41112364,13.59883316,18.053557
FILIP1L,17.91139756,80.05527164,31.28214015,93.74609925,80.08579789,40.46311558,38.65027419,63.11383275,77.65316726,73.37213069,50.34543857,29.16887949,81.97100403,75.69495159,37.69120668,25.18780146,96.02802918,86.42993706,38.73908746,62.19371275,49.17687131,60.43577038,61.21400408,55.362354,30.81702639,75.49871595,85.54925698
